Question	Words count	Misspeling count	Misspeling errored	Question Length
продолжить строка песнь кип еловый беспечный ангел этот парень тот просто любить жить быть плыть	14	1	0	95
сколько фермиона грейдер использовать заклинание улус непарный фильм Гарри плоттер	10	6	0	84
какой слово обозначать непреодолимый желание покупать либо необходимость ради получение удовольствие покупка	12	0	0	108
в какой год появиться рок группа	6	0	0	32
сколько континент существовать мир	4	0	0	34
какой царство живой природа существовать	5	0	0	40
столица Мадагаскар	2	1	0	18
какой прозвище дать усей болт	5	1	0	30
сколько город стоить полярный круг	5	0	0	34
сектор программа что где когда	5	0	0	30
кто являться автор серия роман сага ведьмаке	7	2	0	46
как звать любимый ученик Иисус Христос	6	2	0	38
какой этот кожа искусственный	4	0	0	29
в какой год сборная СССР футбол выиграть кубок Европа	9	2	0	53
закончить пословица живой слово дорогой	5	0	0	39
какой численность Россия год	4	1	0	28
какой насекомое иметь белый кровь	5	0	0	33
когда выйти купюра рубль	4	0	0	24
какой место самый неприступный замок	5	0	0	36
о жизнь какой художник написать роман ринга стону жажда жизни	10	4	0	65
какой вид черепаха обитать территория РФ не занести наш красный книга	11	1	0	69
в какой город Европа находиться мост	6	1	0	36
когда начаться один массовый атака компьютерный вирус	7	0	0	53
что входить чудо свет	4	0	0	21
как называться специальный помещение откуда вестись телевизионный передача	8	0	0	74
кто странник мир стихотворение шел ли перевод к бальмонт	8	1	1	55
какой город являться столица Россия год	6	1	0	39
год месяц день основание город Иркутск	6	1	0	38
сколько год компания эй вон Россия	5	2	0	33
какой перечисленный ниже цветковый иметь соцветие сложный кисть	8	0	0	63
какой первое животный одомашнить человек	5	0	0	40
сколько день лететь луна	4	0	0	24
из состоять салат оливье	4	1	0	24
в какой год написать роман герой наш время	8	0	0	42
однажды Исаак ньютон стоялый кипеть котелок куриный яйцо рука что вариться момент вода	13	1	0	86
какой город являться столица Аргентина	5	1	0	38
сколько год Анне ка ренин момент гибель произведение литр наш толстой	10	2	0	68
где происходить новый вид похороны останки погружать жидкий азот затем подвергаться вибрация	12	0	0	92
какой телефон серия выйти ранний	5	0	0	32
как звать немного простоватый компаньон главный герой мультфильм вокруг свет дней	11	2	0	83
сколько человек чувство	3	0	0	23
какой самый большой орган человек	5	0	0	33
как греческий язык переводиться название растение астр	7	0	0	54
какой птица прилетать один весной	5	0	0	33
футбол это	2	0	0	10
какой сборная выиграть один официальный чемпионат Европа футбол	8	1	0	63
почему немец захватить Липецк	4	1	0	29
сколько	1	0	0	7
кто являться мировой лидер импорт мочалка	6	0	0	41
самый титуловать футбольный клуб Россия	5	1	0	39
что организовать мини аджарский	4	2	0	32
дерево который плакать	3	0	0	22
какой число праздновать новый год Русь	6	1	0	38
кома принадлежать выражение в один река входить дважды	8	0	0	54
кто философ свой работа опираться трансцендентальный философия	7	0	0	62
каков примерный возраст вселенная	4	0	0	33
сколько держава прекратить сов существование окончание один мировой война	9	1	0	73
после планета солнце находиться пояс астероид	6	0	0	45
какой рекорд самый один книга рекорд гинею	7	1	0	43
что перевод японский означать кацудон	5	0	1	37
на флаг какой российский регион изображение конь	7	0	0	48
роковой женщина брелок Холмск	4	2	0	28
кто этот животное не находиться красный книга	7	0	0	45
кто бояться кошка	3	0	0	17
когда вступить сила конституция РФ	5	1	0	34
что относиться солнечный атмосфера	4	0	0	34
что равный атомный масса медь	5	0	0	29
какой этот гонка не входить тройной корона автоспорт	8	0	0	52
в какой год основать	4	0	0	20
какой шоколад японский студент считать свой талисман	7	0	0	52
какой город раз назвать клевер	5	0	0	30
какой число родиться а с Пушкин	6	1	0	31
на день неделя выпасть май год	6	0	0	30
кто первое путь встретить колобок	5	0	0	33
что вернуть	2	0	0	11
как называться наконечник шнурок	4	0	0	32
в японский город валкая установленный памятник мэр хамагучить данный деятель год назад поджечь рисовый Поль зачем мера поджечь Поль	19	3	1	131
как звать известный предприниматель брат третьяком	6	1	0	50
какой именной реакция существовать химия	5	0	0	40
это даваться человек трижды один раз бесплатно три нужно заплатить	10	0	0	66
кто опалять клевер	3	1	0	18
в какой год умереть Владимир Илья Ленин	7	3	0	39
слово который читаться одинаково слева направо справа налево	8	0	0	60
что означать кольцо олимпийский флаг	5	0	0	36
в какой год впервые экранизировать роман Оскар файл д портрет дофина греть	12	3	0	74
как правильно называться основный средство подача вода пожар	8	0	0	60
какой сч том матч зенит динамо Минск	7	1	0	36
кто прославиться благодаря трек	4	0	0	31
кто являться главный Аргентина	4	2	0	29
что являться ягода	3	0	0	18
кто этот артист не выступать открытие московский гостиница космос	9	1	0	66
какой город изображу наш десять рубал вой бумажный купюра	9	2	0	56
как называться веточка бронх	4	0	0	28
кто авто этот строка я твой глаз увидеть мор полыхать голубой огонь	12	0	0	67
вампир русский сказка	3	0	0	21
мочь работать составлять вопрос постоянный основа также иметь опыт копирайтинг мочь редактор заполнять конвент ваш ресурс	16	1	1	121
когда Крым присоединиться российский империя	5	1	0	44
кто чистота кровь являться волан де морит	7	1	0	40
как звать человек который один полететь космос	7	0	0	46
сколько впер класс год	4	1	0	21
что буквальный перевод английский означать аббревиатура	6	0	0	55
как переводиться название музыкальный инструмент фортепиано	6	0	0	59
сколько золотой мяч бразильский футболист кадка	6	1	0	46
из страна родом папа римский Франциск	6	1	0	37
как назвать один кимберлитовый трубка открытый Лариса попугаев август год	10	1	1	73
какой этот слово древний Русь сделать комплимент девушка	8	1	0	56
с какой вымышленный сыщик сравнивать доктор аксон брелок Холмск книга этюд багровый тон	13	3	0	87
в Сыктывкар магазин Адама выдавать подвеска делать	7	2	0	51
территория этот страна наибольший	4	0	0	33
из какой металл изготовить памятник медный всадник год Санкт Петербург	10	2	0	70
сколько даваться время правильный ответ	5	0	0	39
какой слон нос	3	0	0	14
какой химический элемент периодический система проявлять отрицательный степень окисление	9	0	0	88
на жвачка появиться один штрих код	5	1	0	33
в какой здание Санкт Петербург император Павел настигнуть смерть	9	3	0	64
какой самый высокий небоскреб б мир	6	1	0	33
в какой город пройти конкурс песнь «евровидение» год	8	0	0	52
сборная страна дебютировать чемпионат мир футбол год	7	0	0	52
название какой город переводиться русский другой	6	0	0	48
сколько зав зад еда один погон майор	7	3	0	33
в какой город пройти один олимпийский игра век	8	0	0	46
какой химический элемент являться металл	5	0	0	40
в какой год создать один	5	0	0	24
назвать столица страна Япония	4	1	0	29
сколько год Уильям шекспир умереть	5	1	1	34
в какой год родиться поэт Александр твардовский	7	1	1	47
что не являться блюдо	4	0	0	21
по этикет поклон являться наиболее уважительный Япония	7	1	0	54
злодей какой город джокер	4	0	0	25
какой музыкальный альбом мадонна выпустить ранний	6	0	0	49
какой число сложить перемножить давать результат	6	0	0	48
какой этот персонаж кино вселенная Гарри плоттер течение один часть сотворить один заклинание помощь волшебный палочка	16	2	0	117
за баскетбольный клуб выступать Алексей швед	6	1	0	44
что закладывать постройка дом	4	0	0	29
в страна проведаю наш один чемпионат мир футбол	8	1	0	46
гражданин страна изобретатель телеграфный код морзе	6	0	0	51
что такой статус	3	1	0	16
в какой год казнить Мария антуаннета	6	1	1	36
какой клетка кровь красный цвет	5	0	0	31
какой смыть большой страна площадь	5	1	0	35
сигарета марка курить герой фильм дентин карантином	7	2	0	51
какой озеро являться самый глубокий мир	6	0	0	39
сколько метр составлять высота Эверест самый высокий точка наш планета	10	1	0	70
сколько день продолжаться блокада Ленинград	5	1	0	43
как называться отношение прилежащий катет гипотенуза прямоугольный треугольник	8	0	0	78
от кто зависеть половина будущее ребе но	7	2	0	40
какой император российский империя отменить крепостной право	7	0	0	60
кто изобарный литр радио	4	1	0	22
в какой год образоваться СССР	5	1	0	29
из синтезировать один антибиотик	4	0	0	32
кто выиграть один кубок гагарий сезон	6	1	0	37
сколько мост пересекать транссибирский магистраль	5	0	0	49
собака порода разводить королева Елизавета	5	1	0	42
написать произведение над пропасть ржа	5	0	0	38
что курить кальсон книга астроида линдгрена	6	2	1	42
в какой век правило один царь весь Русь иван грозный	10	1	0	52
сколько страна состояние год иметь население миллион человек	8	0	0	60
когда произойти крещение Русь	4	1	0	29
как правильно звать певица	4	0	0	26
какой один русско говорить штуцер набрать миллион подписчик	7	2	0	58
как называться фугас направить действие	5	0	0	39
шесть нога два голов хвост что это такой	8	0	0	40
название официальный мяч чемпионат мир футбол год	7	0	0	49
какой вымышленный страна начало год стать искать сайт бронирование отель	10	0	0	72
из Гермес сделать один лира	5	1	0	27
какой величина обозначаться знак	4	0	0	32
дата рождение Александр	3	1	0	23
сколько мозги пиявка	3	0	0	20
что делать делать человек который продавать бесплатный бот деньга	9	0	0	65
в какой фильм не принимать участие популярный американский акт р вино дизель	12	0	0	76
кто национальность Уильям шекспир	4	1	1	33
какой вокзал Москва отмечать год свой столетний юбилей	8	1	0	54
в страна происходить чемпионат мир футбол	6	0	0	41
в какой фильм сыграть джонки деп	6	2	0	33
когда игра клевер появиться внутренний валюта клевера	7	1	0	54
сколько зуб человек	3	0	0	19
кто являться королю метр звереть	5	1	0	31
какой страна родина миссис Мадисон произведение брелок Холмск	8	3	0	59
какой прозвище иметь король франция Людовик	6	1	0	43
последний футболист Великобритания получить золотой мяч	6	1	0	55
какой следующий город находиться волга	5	0	0	38
кто год написать картина женщина держать плод	7	2	0	47
какой слово звучать неверный	4	0	0	28
как называться ребе но лошадь	5	2	0	29
какой два страна встретиться финал чемпионат мир футбол	8	0	0	55
сколько метр лицевой линия рт х очковый линия баскетбол	9	1	0	55
сколько лапа паук	3	0	0	17
что такой анемофобия	3	0	1	20
как звать отец надуто узу маки	5	2	0	29
в какой год Екатерина подписать манифест позволение иностранец селиться Россия свободный возвращение русский человек бежать граница	16	2	0	131
как звать прекрасный женщина древнегреческий мифология дочь Зевс царица ледащ	10	2	0	76
в какой год отменить крепостной право	6	0	0	37
какой этот животное являться вымереть	5	0	0	37
в какой год появиться один советский танк	7	0	0	41
кто самка этот насекомое убивать самец спаривание	7	0	0	49
что такой онанизм	3	1	0	16
из какой род происходить Елизавета	5	1	0	34
сколько полный год прожить Франциск	5	1	0	35
как другой смешной назвать наволочка	5	0	0	36
что такой липовый	3	1	0	18
простить я знать тема сей пора начислять клевер конусный жизнь	10	3	0	63
из какой материал сделать знаменитый терракотовый армия китайский император цинк шихуанди	11	1	1	89
кто входить марок р Гарри плоттер	6	3	0	32
создать игра	2	0	0	12
в какой год выйти	4	0	0	17
какой произведение литр наш толстой	5	0	0	35
	0	0	0	0
это сколько часовой формат	4	0	0	26
какой город новогодний столица Россия зимой год	7	1	0	47
что нужно сделать аустерлицкий сражение мнение бутузов представить роман война мир	11	3	1	84
что это фильм	3	0	0	13
название индийский авианосец который спроектировать Россия основа крейсер адмирал горшков	10	1	0	89
кто этот герой добавить ранний два другой	7	0	0	41
в какой город работать великий композитор го век крист виллибальд глюк	11	1	1	72
какой архитектор предсказать гадалка смерть постройка собор	7	0	0	59
какой груз выдержать женский кос	5	0	0	32
сколько год и в Сталин начаться война год	8	1	0	41
как звать вымышленный девушка являться символ франция год	8	0	0	57
в результат какой процесс живой земля обеспечиваться пища кислород	9	0	0	66
какой перечисленный растение не являться ядовитый	6	0	0	49
какой этот песня написать группа	5	0	0	32
какой подвиг совершить Александр матросов	5	1	0	41
за какой команда КВН играть гаврик бульдог храмов	8	4	0	50
что обычно употреблять пасха	4	0	0	28
кто третьим человек побывать космос	5	1	0	34
какой напряжение сеть освещение	4	0	0	31
до конец век английский королевский двор должность откупорки бутылка какой бутылка открывать	12	1	0	93
когда один выпуск пол чудо	5	0	0	26
кто забить победный мяч финал ЧМ футбол год	8	1	0	43
какой максимальный длина производить рельс Россия	6	1	0	49
как другой называться воспаление костный мозг	6	0	0	45
кто этот акт ров играть фильм вампир	7	0	0	36
не прислать	2	0	0	11
сколько просуществовать османский империя	4	0	0	41
как называться книга о хакас	5	1	0	29
сколько год Анне ка ренин момент гибель	6	2	0	38
какой витамин хватать организм хотеться Дирак вкус курица	8	1	0	59
когда создать кубик рубки	4	1	0	25
один вид модифицированный аудиторский заключение	5	0	0	48
в какой фильм не сниматься перелога курс	7	2	0	40
в какой год Россия дебютировать конкурс песнь «евровидение»	8	1	0	59
какой фильм получить премия Оскар год	6	1	0	37
в страна находиться концентрационный лагерь осеним	6	1	0	52
какой сборная заменить сборная дафний футбол год выиграть кубок Уфа	10	2	0	67
кто друг друг приходиться а наш толстой литр наш толстой	10	0	0	56
кто открыть Гренландией затем северный Америка	6	2	0	44
какой количество страна омывать средиземный мор	6	0	0	47
в какой год основать Санкт Петербург	6	2	0	36
кто утро ходить х нога дн м х вечером х	10	0	0	39
изначальный значение слово псам ответ цветок навязчивый информация ветчина	9	1	0	74
какой российский мультфильм получить премия «оскар»	6	0	0	51
фамилия Ленин	2	1	0	13
в какой год основать журнал вес алый картинки	8	3	0	46
как называть запах земля дождь	5	0	0	30
сколько квадрат	2	0	0	15
что такой ансамбль	3	0	0	18
какой предмет потерять ИК туман одним энный мультфильм	8	3	0	56
сколько планета насчитывать наш солнечный система год	7	0	0	53
где находиться знаменитый озеро лох Инесса	6	1	0	41
что изготавливать старина скудель ник	4	1	0	36
кто являться лауреат нобелевский премия физика год год химия	9	0	0	60
как называться знаменитый башня часами находиться Лондон	7	1	0	56
как называться чалма высокий гора мир	6	1	0	37
какой сч т президент США тонально рамп	7	3	0	38
где применимый выражение каждый женщина злой черта	7	0	0	50
что символизировать каждый листок четыре глистный клевер	7	2	0	55
в какой вид спорт мужчина женщина соревноваться равный	8	0	0	54
о ком преподавать школа написать ремонтов стихотворение смерть поэт	9	1	0	68
кто этот ведущий оказаться Эверест время разрушительный землетрясение Непал апрель год	11	2	0	86
какой страна победить ЧМ	4	1	0	24
согласно древнегреческий мифология река протекать подземный царство Аида являться	9	1	0	81
сколько глаз обыкновенный муха	4	0	0	30
на какой плата во происходить оборона Севастополь	7	2	0	49
к формирование приводить естественный отбор	5	0	0	43
когда начаться один мировой война	5	0	0	33
какой промежуток кормление ново рожд энный ребе Ника	7	4	0	48
на территория современный страна находиться город который родиться конструктор фердинанд пороше	11	1	1	94
какой священный животный индия	4	0	0	30
кто этот персонаж один злодей человек паук	7	0	0	42
в какой город сжечь Жанна далее акр	7	2	0	35
когда впервые история боев воздушный авиация применить таран	8	0	0	60
самый титуловать клуб ныл	4	1	0	25
в какой год основать футбольный клуб реал Мадрид	8	2	0	50
в рукавица какой животное принять держать человек который требоваться соблюдать стыковать дисциплина	12	1	0	99
сборная страна стать один чемпион Европа футбол год	8	1	0	51
у кто мышца тело	4	0	0	16
какой посол принимать и в бунта фильм гадая иван Василий менять профессия	12	3	0	74
в какой город родиться синель мессию	6	2	0	36
сколько человек хромосома	3	0	0	25
по легенда скользка глистный клевер приносить удача	7	2	0	49
сколько нога улитка	3	0	0	19
главный герой какой фильм получить два статуэтка премия «оскар» один церемония год	12	0	0	82
в какой год умереть Александр два	6	1	0	33
какой этот фильм снять не Жан люк года	8	2	0	39
испытывать человек боль отрубать голова	5	0	0	39
что такой «китеж»	3	0	0	17
в какой год кофе появиться Русь	6	1	0	31
у ошибка один л кое вопрос Ева	7	2	0	31
именно это запомниться сборная новый Зеландия футбол чемпионат мир год слабый момент рейтинг турнир	14	1	0	99
назвать правильный сторона компас	4	0	0	33
кто являться птица	3	0	0	18
где находиться эвкалиптовый леса	4	0	1	32
как называться процесс логический вывод основа переход частное положение общий	10	0	0	78
как называться чернила использовать тайнопись	5	0	0	45
что испанец съедать новогодний полночь каждый удар часы	8	0	0	55
как правильно написать грядущий событие	5	0	0	39
сколько гнев рубеж гонка преследование биатлон	6	1	0	47
в какой год отменить крепостной право Русь	7	1	0	42
сколько человек спать	3	0	0	21
какой имя самый популярный ново рожд энный девочка год	8	2	0	52
где происходить ледовый побоище	4	0	0	31
в какой год отменить крепостной право	6	0	0	37
сколько чувство человек	3	0	0	23
что появиться один курица яйцо	5	0	0	30
какой предложить язык программирование чаща использоваться создание сайт	8	0	0	72
сколько пионер метр ф чебурека крокодил ген	7	1	0	44
какой кличка вселенная Виктор акрид кровный брат слогана	8	3	0	54
как звать дракон мультфильм мужлан	5	1	0	33
кто изобрести телефон	3	0	0	21
какой голкипер получать единственный золотой мяч	6	0	0	48
какой климат Великобритания	3	1	0	27
какой газ являться самый л кое	6	1	0	31
кто открыть явление радиоактивность	4	0	0	35
какой песня включить комментатор завершение матч Россия Египет	8	2	0	62
самый хороший футболист Барселона	4	1	0	33
в какой год репер начать музыкальный деятельность	7	1	0	49
в какой год создать интернет	5	0	0	28
стоить открытый сундук в наш метр св нету один что нету	11	1	0	55
какой этот животное нести том яйцо	6	0	0	34
кто главный основатель футбольный клуб Барселона	6	2	0	47
какой пошлина ввести век Англия заставить мужчина пойти война	9	1	0	61
где Добрыня Никита найти жена	5	2	0	29
два отец сын найти апельсин разделить каждый достаться целое апельсин как такой	12	0	0	79
сколько примерно образовать время чемпионат мир футбол пластиковый отход	9	0	0	72
в какой год леопардом дик Капри получить свой один «оскар»	10	3	0	57
какой наука изучать созвездие	4	0	0	29
кто перечисленный россиянин единственный выигрывать клуб лига чемпион Уфа	9	1	0	74
сколько дать а с Пушкин	5	1	0	23
ежесуточно земля прибавлять вес тонна за сч т	8	0	0	45
кто убить дуэль метр ю ремонтов	6	1	0	32
щенок знаменитый российский собака отправить подарок жена президент США кеннеди	10	1	1	79
как называться аксиологический учение согласно который удовольствие являться высокий благо смысл жизнь единственный терминальный ценность	15	0	0	137
в какой год умереть плата рт	6	1	0	28
к какой вид спорт относиться кубок киселе	7	1	0	42
количество страна материк южный Америка	5	1	0	39
кто произносить новогодний обращение президент ночь год	7	0	0	55
что такой ляпалиссиада	3	0	1	22
насколько старший английский футбольный премьер лига сравнение российский футбольный премьер лига	11	0	0	97
с какой год Русь стать называться Россия	7	2	0	40
какой этот летсплейщик выкладывать видео вырезать старим	7	1	1	55
с кто один поссориться далее артаньян покинуть родной гасконце	9	1	1	62
вокруг волос посередине колбаса что это	6	0	0	39
что раненый мера изменение классификация относить шелковичный тутовый крапивный	9	0	0	79
сколько надаю сделать шаг гиб	5	2	0	27
какой прозвище жена бывший президент Джордж баш	7	2	0	47
сколько существовать стиль плавание	4	0	0	35
какой страна являться родоначальник ли	5	1	0	39
что физический товар один мир оплатить битком	7	2	0	47
кто русский князь крестить Русь	5	1	0	31
в часть свет находиться Гибралтар	5	1	0	33
какой птица ной выпустить ковчег один	6	0	0	37
в какой год начать серийный выпуск автомобиль ваза нива	9	0	0	55
сколько длиться самый короткий война	5	0	0	36
в какой год случиться один передача дать интернет	8	0	0	49
как задута соме утка	4	2	0	21
из отлить памятник Петра первое медный всадник	7	1	0	46
на какой остров согласно греческий мифология родиться Зевс	8	1	0	58
в результат получить известность сармата семит	6	2	0	45
прыжок парашют пара план дельт алый тот прочно закрепляй ноной нога евр ВАК	11	6	0	72
какой этот дракон входить набор игра мадонн	7	1	0	44
кто	1	0	0	3
кто такой жен остер	4	2	0	22
в какой город не проходить чемпионат мир футбол	8	1	0	47
Пушкин великий литературный деятель х х век в какой год родиться	11	1	0	64
какой самый высокий гора мир	5	0	0	28
в статья особенный часть уголовный кодекс РФ нет	8	1	0	48
какой вокзал Лондон фигурировать фильм Гарри плоттер дар смерть часть	10	4	0	69
какой время сутки начинаться часы два половина день	8	0	0	51
где находиться ухо богомол	4	0	0	26
как называть житель город Смоленск РФ	6	2	0	37
кто убить Александр Сергей Пушкин	5	3	0	33
просто необходимый кома приходиться заметать следы	6	2	0	52
что ягода	2	0	0	9
сколько год умчаться российский школа получение среднее закончить образование	9	1	0	76
какой излучение представлять угроза время ядерный взрыв	7	0	0	55
какой этот город находиться франция	5	0	0	35
какой страна считаться самый один мир школьный образование	8	0	0	58
сколько сказка а с Пушкин старик вызывать золотой рыбка	9	1	0	55
сколько планета солнечный система	4	0	0	33
как другой называться отряд рептилия	5	0	0	36
в год не путешествовать Марти макай трилогия назад будущее	9	4	0	62
какой рекорд самый один книга рекорд гинею	7	1	0	43
какой общий черта объединять город Лос Анджелес Лондон Шанхай Сеул	10	5	0	66
какой животный не есть ос	5	0	0	25
что означать слово амбидекстр	4	0	1	29
когда начаться два мировой война	5	0	0	32
кто один князь великое княжество литовский	6	0	0	42
что перечисленный создать русский изобретатель	5	0	0	46
кто играть Даниле редклифф фильм Гарри плоттер	7	3	1	45
сколько хоккейный клуб ка барс становиться обладатель кубок гагарий	9	2	0	67
какой порода собака уметь лаять	5	0	0	31
википедия это	2	0	1	13
кто автор строка Ленин жить Ленин живой Ленин жить	9	4	0	52
какой этот роман принадлежать перу ха руки мрак	7	2	0	47
сколько еврей спасти Оскар шиндлера время два мировой война	9	1	1	59
кто последний хан объединить казахский ханство	6	0	0	46
как называться система единица физический величина	6	0	0	50
что такой «лассо»	3	0	0	17
с часть появиться режим	4	0	0	23
какой богат примуса люпин француза Гарри плоттер	7	5	0	48
какой самый глубокий озеро мир	5	0	0	30
что собирать	2	0	0	12
чем заведовать генерал инфантерия	4	0	0	33
год изобретение один гигиенический прокладка	5	0	0	44
что относиться армейский жаргон	4	0	0	31
какой столица французский Полинезия	4	1	0	35
в страна пройти евро видение	4	1	0	27
какой озеро земля являться единственный который состоять пресный скол юный вода	11	2	0	77
сколько река впадать озеро Байкал	5	1	0	33
сколько год пролежать печь известный богатырь Илья Муроме	8	2	0	58
кто победить ЧМ футбол год	5	1	0	26
какой игра признать хороший год	5	0	0	31
в страна ни раз становиться чемпион столичный футбольный клуб	8	1	0	60
какой оригинальный название фильм	4	0	0	33
кто изобрести лампочка	3	0	0	22
член организация убить император Александр	5	1	0	42
сколько квадратик шахматный доска	4	0	0	33
когда один хребтовый поход	4	1	0	26
какой название киностудия «союзмультфильм» один	5	0	0	47
что быть делать увидит зле юный человечек	7	3	0	40
теория относительность Эйнштейн	3	1	0	31
в какой год крещение Русь	5	1	0	25
в какой год сборная СССР футбол стать чемпион Европа	9	2	0	52
как называться роман иль Петровн	5	2	0	32
на какой остров родиться вырасти Зевс	6	1	0	37
сколько книга библия	3	0	0	20
как звать изоморфный славянский бог	5	1	0	35
какой этот город являться город крепость	6	0	0	40
кто получить один нобелевский премия физика	6	0	0	43
сколько буква французский алфавит	4	0	0	33
информатика это	2	0	0	15
как быт называть сульфат кальций	5	0	0	32
станица Армения	2	2	0	15
кто данный момент являться президент республика молода	7	1	0	55
кто президент США написать свой собственный рассказ брелок Холмск	9	3	0	64
в какой год распасться СССР	5	1	0	27
где самый один битва монгол киевский Русь	7	1	0	41
как называться вид вымереть акула	5	0	0	33
как называться самый большой пустыня Евразия	6	1	0	44
что измерять ареометр	3	0	0	21
южный форпост Россия являться	4	2	0	30
в этот страна храниться прах христофор клумб	7	1	1	45
в какой год произойти религ игра	6	1	0	32
зачем африканский слон большой ухо	5	0	0	34
на вершина гора расположить сорока метровый статуя Христос являться символ Рио де Жанейро	12	4	0	88
сколько резец человек рот	4	0	0	25
что такой курант	3	1	0	17
на какой язык написать песня Африка лимон	7	2	0	41
что такой сейф	3	0	0	14
какой нейрон расположить один рефлекторный дуга	6	0	0	47
какой город год называться сталинград	5	0	1	37
амперметр включаться электрический цепь	4	0	0	39
у какой канал самый большой число подписчик	7	1	0	43
являться протагонист игра тень черно болеть	5	1	0	42
какой дать головоломка собирать чемпионат мир спидкубинг	7	0	1	56
как звать медведь пуговка	4	0	0	25
насколько далеко друг друг жить ох ах сказка Людмила зубков	10	1	0	59
какой число провести один игра клевер	6	0	0	37
кто сделать окончательный открытие Австралия	5	1	0	44
здравствовать если наш победить мочь сделать полуфинал ставка клевера	9	1	0	70
основатель направление гештальт психология	4	0	1	42
в какой год снятой «титаник»	5	0	0	28
в какой город перечисленный располагаться самый глубокий станция метро	9	0	0	70
какой гора самый древние мир	5	0	0	28
где найти чебурека	3	1	0	19
какой перечисленный вокзал единственный транзитный вокзал Москва	7	1	0	64
какой настоящее имя главный герой произведение ставен книг	8	2	0	58
как называться народный марийский духов инструмент	6	0	0	50
кто являться ребе кома мистик человек икс	7	2	0	41
что появиться ранний птица яйцо	5	0	0	31
в какой год провести один олимпийский игра современность	8	0	0	56
что тяж алый килограмм пух килограмм гвоздь	7	1	0	42
в какой год построить берлинский стен	6	0	0	37
в какой город российский империя ранний появиться трамвай	8	0	0	57
кто спасти Рим	3	1	0	14
клевер это	2	0	0	10
какой этот страна мир произведение макс рая находиться не материк два другой	12	1	0	77
сколько золото золотой медаль один олимпийский игра год Париж	9	1	0	61
как называться южный тропик земля	5	0	0	33
настоящее имя сей камер	4	2	0	26
